North East Cambridgeshire	Malcolm	Moss	Con	http://www.malcmoss.easynet.co.uk
North East Derbyshire	Harry	Barnes	Labour	http://www.harrybarnes.org.uk
North East Fife	Menzies	Campbell	LD	http://www.scotlibdems.org.uk
North East Hampshire	James	Arbuthnot	Con	http://www.epolitix.com/webminster/james-arbuthnot
North East Hertfordshire	Oliver	Heald	Con	http://www.oliverhealdmp.com
North East Milton Keynes	Brian	White	Labour	http://www.brianwhite.org.uk
North Essex	Bernard	Jenkin	Con	http://www.political.co.uk/bernardjenkin/
North Norfolk	Norman	Lamb	LD	http://www.normanlamb.org
North Shropshire	Owen	Paterson	Con	http://www.owenpaterson.org.uk/
North Southwark & Bermondsey	Simon	Hughes	LD	http://www.simonhughesmp.org.uk
North Swindon	Michael	Wills	Labour	http://www.michael-wills-mp.co.uk
North Tayside	Pete	Wishart	SNP	
North Thanet	Roger	Gale	Con	http://www.rogergale.co.uk
North Tyneside	Stephen	Byers	Labour	http://www.epolitix.com/webminster/stephen-byers
North Warwickshire	Mike	O'Brien	Labour	http://www.mikeobrien.org.uk
North West Cambridgeshire	Brian	Mawhinney	Con	
North West Durham	Hilary	Armstrong	Labour	http://www.hilaryarmstrong.com
North West Hampshire	George	Young	Con	http://www.sirgeorgeyoung.org.uk
North West Leicestershire	David	Taylor	Labour	
North West Norfolk	Henry	Bellingham	Con	
North Wiltshire	James	Gray	Con	http://www.jamesgray.org
Northampton North	Sally	Keeble	Labour	
Northampton South	Tony	Clarke	Labour	http://www.tonyclarke.labour.co.uk/
Northavon	Steve	Webb	LD	http://www.stevewebb.org.uk
Norwich North	Ian	Gibson	Labour	http://www.norwich-labour-mps.org.uk/
Norwich South	Charles	Clarke	Labour	http://www.norwich-labour-mps.org.uk
Nottingham East	John	Heppell	Labour	http://www.johnheppell.labour.co.uk
Nottingham North	Graham	Allen	Labour	http://www.grahamallen.labour.co.uk
Nottingham South	Alan	Simpson	Labour	http://www.alansimpsonmp.co.uk
Nuneaton	Bill	Olner	Labour	
Ochil	Martin	O'Neill	Labour	
Ogmore	Huw	Irranca-Davies	Labour	http://www.huwirranca-davies.org.uk
Old Bexley & Sidcup	Derek	Conway	Con	
Oldham East & Saddleworth	Phil	Woolas	Labour	
Oldham West & Royton	Michael	Meacher	Labour	http://www.epolitix.com/webminster/michael-meacher
Orkney & Shetland	Alistair	Carmichael	LD	http://www.scotlibdems.org.uk
Orpington	John	Horam	Con	http://www.epolitix.com/webminster/john-horam
Oxford East	Andrew	Smith	Labour	http://www.andrewsmithmp.org.uk
Oxford West & Abingdon	Evan	Harris	LD	http://www.oxwablibdems.org.uk/
Paisley North	Irene	Adams	Labour	
Paisley South	Douglas	Alexander	Labour	http://www.douglasalexander.labour.co.uk
Pendle	Gordon	Prentice	Labour	http://www.gordonprenticemp.com
Penrith & The Border	David	Maclean	Con	
Perth	Annabelle	Ewing	SNP	http://www.annabelleewing.org/
Peterborough	Helen	Clark	Labour	http://www.epolitix.com/webminster/Helen-Clark
Plymouth, Devonport	David	Jamieson	Labour	http://www.davidjamieson.co.uk
Plymouth, Sutton	Linda	Gilroy	Labour	http://www.lindagilroy.org.uk/
Pontefract & Castleford	Yvette	Cooper	Labour	http://www.yvettecooper.com
Pontypridd	Kim	Howells	Labour	
Poole	Robert	Syms	Con	http://www.robertsymsmp.com/
Poplar & Canning Town	Jim	Fitzpatrick	Labour	http://www.jimfitzpatrickmp.co.uk
Portsmouth North	Syd	Rapson	Labour	
Portsmouth South	Mike	Hancock	LD	http://www.mikehancock.co.uk
Preseli Pembrokeshire	Jackie	Lawrence	Labour	
Preston	Mark	Hendrick	Labour	http://www.prestonmp.co.uk
Pudsey	Paul	Truswell	Labour	
Putney	Tony	Colman	Labour	http://www.tonycolman.org.uk
Rayleigh	Mark	Francois	Con	http://www.rayleighconservatives.org.uk
Reading East	Jane	Griffiths	Labour	http://www.janestheone.com
Reading West	Martin	Salter	Labour	http://www.martinsalter.com
Redcar	Vera	Baird	Labour	http://www.epolitix.com/webminster/vera-baird
Redditch	Jacqui	Smith	Labour	http://www.jacquismithmp.labour.co.uk
Regent's Park & Kensington North	Karen	Buck	Labour	http://www.karenbuck.org.uk
Reigate	Crispin	Blunt	Con	http://www.reigateconservatives.co.uk
Rhondda	Chris	Bryant	Labour	http://www.chrisbryantmp.co.uk
Ribble Valley	Nigel	Evans	Con	http://www.nigelmp.com
Richmond (Yorks)	William	Hague	Con	
Richmond Park	Jenny	Tonge	LD	http://www.jennytonge.org.uk
Rochdale	Lorna	Fitzsimons	Labour	
Rochford & Southend East	Teddy	Taylor	Con	
Romford	Andrew	Rosindell	Con	http://www.andrew.rosindell.com
Romsey	Sandra	Gidley	LD	http://www.sandragidley.org
Ross, Skye & Inverness West	Charles	Kennedy	LD	http://www.charleskennedy.org.uk/
Rossendale & Darwen	Janet	Anderson	Labour	http://www.epolitix.com/webminster/janet-anderson
Rother Valley	Kevin	Barron	Labour	http://www.rothervalley.org.uk
Rotherham	Denis	MacShane	Labour	
Roxburgh & Berwickshire	Archy	Kirkwood	LD	http://www.archykirkwood.co.uk
Rugby & Kenilworth	Andy	King	Labour	http://www.andyking.org
Ruislip - Northwood	John	Wilkinson	Con	
Runnymede & Weybridge	Philip	Hammond	Con	http://www.runweytories.org.uk/
Rushcliffe	Kenneth	Clarke	Con	http://www.kennethclarke.net
Rutland & Melton	Alan	Duncan	Con	http://www.alanduncan.org.uk
Ryedale	John	Greenway	Con	
Saffron Walden	Alan	Haselhurst	CWM	http://www.siralanhaselhurst.net
Salford	Hazel	Blears	Labour	http://www.hazelblears.labour.co.uk
Salisbury	Robert	Key	Con	http://www.robertkey.com
Scarborough & Whitby	Lawrie	Quinn	Labour	http://www.lawrie-quinn.org.uk
Scunthorpe	Elliot	Morley	Labour	http://www.epolitix.com/webminster/elliot-morley
Sedgefield	Tony	Blair	Labour	
Selby	John	Grogan	Labour	http://www.johngrogan.co.uk
Sevenoaks	Michael	Fallon	Con	http://www.epolitix.com/webminster/michael-fallon
Sheffield Central	Richard	Caborn	Labour	
Sheffield, Attercliffe	Clive	Betts	Labour	http://www.clivebetts.labour.co.uk/
Sheffield, Brightside	David	Blunkett	Labour	
Sheffield, Hallam	Richard	Allan	LD	http://www.sheffieldhallam.co.uk
Sheffield, Heeley	Meg	Munn	Labour	http://www.megmunnmp.org.uk/
Sheffield, Hillsborough	Helen	Jackson	Labour	
Sherwood	Paddy	Tipping	Labour	http://www.epolitix.com/webminster/paddy-tipping
Shipley	Christopher	Leslie	Labour	http://www.chrisleslie.com
Shrewsbury & Atcham	Paul	Marsden	LD	http://www.paulmarsdenmp.com
Sittingbourne & Sheppey	Derek	Wyatt	Labour	http://www.derekwyattmp.co.uk
Skipton & Ripon	David	Curry	Con	http://www.davidcurry.co.uk
Sleaford & North Hykeham	Douglas	Hogg	Con	http://www.sleaford-conservatives.co.uk
Slough	Fiona	Mactaggart	Labour	http://www.fionamactaggart.labour.co.uk/
Solihull	John	Taylor	Con	
Somerton & Frome	David	Heath	LD	http://www.davidheath.co.uk
South Antrim	David	Burnside	Ind U	
South Cambridgeshire	Andrew	Lansley	Con	http://www.andrewlansley.co.uk
South Derbyshire	Mark	Todd	Labour	http://www.marktodd.org.uk
South Dorset	Jim	Knight	Labour	http://www.jimknightmp.com
South Down	Eddie	McGrady	SDLP	http://www.eddiemcgrady.com
South East Cambridgeshire	James	Paice	Con	http://www.jimpaice.com
South East Cornwall	Colin	Breed	LD	http://www.colinbreed.org.uk
South Holland & The Deepings	John	Hayes	Con	
South Norfolk	Richard	Bacon	Con	http://www.richardbacon.org.uk/
South Ribble	David	Borrow	Labour	http://www.epolitix.com/webminster/david-borrow
South Shields	David	Miliband	Labour	http://www.davidmiliband.org.uk
South Staffordshire	Patrick	Cormack	Con	http://www.epolitix.com/webminster/patrick-cormack
South Suffolk	Tim	Yeo	Con	http://www.timyeo.org.uk
South Swindon	Julia	Drown	Labour	http://www.epolitix.com/webminster/julia-drown
South Thanet	Stephen	Ladyman	Labour	http://www.souththanetlp.freeserve.co.uk
South West Bedfordshire	Andrew	Selous	Con	http://www.andrewselous.org.uk
South West Devon	Gary	Streeter	Con	http://www.garystreeter.co.uk/
South West Hertfordshire	Richard	Page	Con	http://www.hertsswconservatives.com
South West Norfolk	Gillian	Shephard	Con	
South West Surrey	Virginia	Bottomley	Con	http://www.epolitix.com/webminster/virginia-bottomley
Southampton, Itchen	John	Denham	Labour	http://www.johndenham.labour.co.uk
Southampton, Test	Alan	Whitehead	Labour	http://www.alan-whitehead.org.uk
Southend West	David	Amess	Con	http://www.epolitix.com/webminster/david-amess
Southport	John	Pugh	LD	http://www.southportlibdems.com
Spelthorne	David	Wilshire	Con	
St Albans	Kerry	Pollard	Labour	http://www.kerrypollardmp.co.uk
St Helens North	Dave	Watts	Labour	http://members.aol.com/sthelenslabour/dave
St Helens South	Shaun	Woodward	Labour	http://www.shaunwoodward.com
St Ives	Andrew	George	LD	http://www.andrewgeorge.org.uk
Stafford	David	Kidney	Labour	http://www.davidkidney.labour.co.uk
Staffordshire Moorlands	Charlotte	Atkins	Labour	
Stalybridge & Hyde	James	Purnell	Labour	http://www.jamespurnell.org.uk
Stevenage	Barbara	Follett	Labour	http://www.barbara-follett.org.uk
Stirling	Anne	McGuire	Labour	http://www.annemcguireMP.org.uk
Stockport	Ann	Coffey	Labour	http://www.epolitix.com/webminster/ann-coffey
Stockton North	Frank	Cook	Labour	
Stockton South	Dari	Taylor	Labour	http://www.daritaylormp.co.uk
Stoke-on-Trent Central	Mark	Fisher	Labour	
Stoke-on-Trent North	Joan	Walley	Labour	http://www.joanwalleymp.org.uk
Stoke-on-Trent South	George	Stevenson	Labour	
Stone	William	Cash	Con	
Stourbridge	Debra	Shipley	Labour	http://www.epolitix.com/webminster/debra-shipley
Strangford	Iris	Robinson	DU	
Stratford-on-Avon	John	Maples	Con	http://www.johnmaplesmp.com
Strathkelvin & Bearsden	John	Lyons	Labour	http://www.johnlyons-mp.com
Streatham	Keith	Hill	Labour	
Stretford & Urmston	Beverley	Hughes	Labour	http://www.epolitix.com/webminster/beverley-hughes
Stroud	David	Drew	Labour	http://www.daviddrew.ik.org
Suffolk Coastal	John	Gummer	Con	http://www.johngummer.org.uk
Sunderland North	Bill	Etherington	Labour	
Sunderland South	Chris	Mullin	Labour	http://www.epolitix.com/webminster/chris-mullin
Surrey Heath	Nick	Hawkins	Con	http://www.nickhawkinsmp.org
Sutton & Cheam	Paul	Burstow	LD	http://www.paulburstow.com
Sutton Coldfield	Andrew	Mitchell	Con	http://www.andrew-mitchell-mp.co.uk/
Swansea East	Donald	Anderson	Labour	
Swansea West	Alan	Williams	Labour	
Tamworth	Brian	Jenkins	Labour	http://www.epolitix.com/webminster/brian-jenkins
Tatton	George	Osborne	Con	http://www.georgeosborne.co.uk
Taunton	Adrian	Flook	Con	http://www.tauntontories.org.uk
Teignbridge	Richard	Younger-Ross	LD	
Telford	David	Wright	Labour	http://www.telfordlabourparty.org.uk
Tewkesbury	Laurence	Robertson	Con	http://www.laurencerobertson.org.uk
Thurrock	Andrew	Mackinlay	Labour	http://www.andrewmackinlay.co.uk/
Tiverton & Honiton	Angela	Browning	Con	http://www.epolitix.com/webminster/angela-browning
Tonbridge & Malling	John	Stanley	Con	http://www.tcconservatives.com
Tooting	Tom	Cox	Labour	
Torbay	Adrian	Sanders	LD	http://www.adriansanders.org/
Torfaen	Paul	Murphy	Labour	http://www.epolitix.com/webminster/paul-murphy
Torridge & West Devon	John	Burnett	LD	http://www.epolitix.com/webminster/john-burnett
Totnes	Anthony	Steen	Con	http://www.anthonysteenmp.co.uk
Tottenham	David	Lammy	Labour	http://www.davidlammy.co.uk
Truro & St Austell	Matthew	Taylor	LD	http://www.matthewtaylor.info
Tunbridge Wells	Archie	Norman	Con	
Tweeddale, Ettrick & Lauderdale	Michael	Moore	LD	http://www.michaelmoore.org.uk
Twickenham	Vincent	Cable	LD	http://www.vincentcable.com
Tyne Bridge	David	Clelland	Labour	http://www.david-clelland.org.uk
Tynemouth	Alan	Campbell	Labour	http://www.alancampbellmp.co.uk
Upminster	Angela	Watkinson	Con	http://www.angelawatkinsonmp.com
Upper Bann	David	Trimble	UU	
Uxbridge	John	Randall	Con	http://www.johnrandallmp.com
Vale of Clwyd	Chris	Ruane	Labour	
Vale of Glamorgan	John	Smith	Labour	
Vale of York	Anne	McIntosh	Con	http://www.epolitix.com/webminster/anne-mcintosh
Vauxhall	Kate	Hoey	Labour	
Wakefield	David	Hinchliffe	Labour	
Wallasey	Angela	Eagle	Labour	http://www.angelaeaglemp.co.uk
Walsall North	David	Winnick	Labour	http://www.epolitix.com/webminster/david-winnick
Walsall South	Bruce	George	Labour	http://www.epolitix.com/EN/MPWebsites/Bruce+George/
Walthamstow	Neil	Gerrard	Labour	http://www.neilgerrard.co.uk
Wansbeck	Denis	Murphy	Labour	
Wansdyke	Dan	Norris	Labour	http://freespace.virgin.net/norris.wansdyke/index.htm
Wantage	Robert	Jackson	Con	http://www.wantageconservatives.com
Warley	John	Spellar	Labour	http://www.johnspellar.labour.co.uk
Warrington North	Helen	Jones	Labour	
Warrington South	Helen	Southworth	Labour	
Warwick & Leamington	James	Plaskitt	Labour	http://www.jamesplaskitt.com
Watford	Claire	Ward	Labour	http://www.watford.labour.co.uk/
Waveney	Bob	Blizzard	Labour	http://www.bobblizzardmp.co.uk/
Wealden	Charles	Hendry	Con	http://www.charleshendry.com
Weaver Vale	Mike	Hall	Labour	http://www.epolitix.com/webminster/mike-hall
Wellingborough	Paul	Stinchcombe	Labour	
Wells	David	Heathcoat-Amory	Con	http://www.davidheathcoatamory.org.uk/
Welwyn Hatfield	Melanie	Johnson	Labour	http://www.melaniejohnson.co.uk
Wentworth	John	Healey	Labour	http://www.johnhealeymp.co.uk
West Aberdeenshire & Kincardine	Robert	Smith	LD	http://www.epolitix.com/webminster/robert-smith
West Bromwich East	Tom	Watson	Labour	http://www.tom-watson.co.uk
West Bromwich West	Adrian	Bailey	Labour	http://www.adrianbaileymp.org.uk
West Chelmsford	Simon	Burns	Con	http://www.epolitix.com/EN/MPWebsites/Simon+Burns/home.htm
West Derbyshire	Patrick	McLoughlin	Con	http://www.epolitix.com/webminster/patrick-mcloughlin
West Dorset	Oliver	Letwin	Con	http://www.oliverletwin.info
West Ham	Tony	Banks	Labour	
West Lancashire	Colin	Pickthall	Labour	http://www.colinpickthall.labour.co.uk
West Renfrewshire	Jim	Sheridan	Labour	http://www.james-sheridan-mp.org.uk/
West Suffolk	Richard	Spring	Con	http://www.richardspringmp.com
West Tyrone	Pat	Doherty	SF	
West Worcestershire	Michael	Spicer	Con	http://www.sirmichaelspicer.net
Westbury	Andrew	Murrison	Con	http://www.andrewmurrison.co.uk
Western Isles	Calum	MacDonald	Labour	http://www.calummacdonald.co.uk
Westmorland & Lonsdale	Tim	Collins	Con	http://www.timcollins.co.uk
Weston-Super-Mare	Brian	Cotter	LD	http://www.briancotter.org/
Wigan	Neil	Turner	Labour	
Wimbledon	Roger	Casale	Labour	http://www.rogercasale.labour.co.uk
Winchester	Mark	Oaten	LD	http://www.markoaten.com
Windsor	Michael	Trend	Con	
Wirral South	Ben	Chapman	Labour	http://www.ben-chapman.org
Wirral West	Stephen	Hesford	Labour	http://www.stephenhesfordmp.labour.co.uk
Witney	David	Cameron	Con	http://www.davidcameronmp.com/
Woking	Humfrey	Malins	Con	
Wokingham	John	Redwood	Con	http://www.johnredwood.com/
Wolverhampton North East	Ken	Purchase	Labour	http://www.kenpurchase.co.uk/
Wolverhampton South East	Dennis	Turner	Labour	
Wolverhampton South West	Rob	Marris	Labour	http://www.robmarris.labour.co.uk/
Woodspring	Liam	Fox	Con	
Worcester	Michael	Foster	Labour	http://www.michaelfoster.co.uk
Workington	Tony	Cunningham	Labour	http://www.tonycunninghammp.org.uk/
Worsley	Terry	Lewis	Labour	
Worthing West	Peter	Bottomley	Con	http://www.peterbottomley.org.uk/
Wrekin, The	Peter	Bradley	Labour	http://www.peterbradley.org.uk/
Wrexham	Ian	Lucas	Labour	http://www.ianlucas.co.uk
Wycombe	Paul	Goodman	Con	http://www.wycombeconservatives.org
Wyre Forest	Richard	Taylor	Ind	http://www.healthconcern.org.uk
Wythenshawe & Sale East	Paul	Goggins	Labour	http://www.paulgoggins.labour.co.uk
Yeovil	David	Laws	LD	http://www.davidlaws.org.uk
Ynys M&ocirc;n	Albert	Owen	Labour	http://www.albertowen.labour.co.uk
York, City of	Hugh	Bayley	Labour	http://www.hughbayley.labour.co.uk
